resume_text,jd_text,label
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving Kotlin, and user research, focusing on clean architecture and maintainable code. Developed features end to end using Kotlin, MVVM architecture, Room DB, and Material Design, including testing and code review. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: user research, Kotlin, MVVM architecture, Material Design, Room DB, Dagger Hilt, Android Studio.","Join us as a Mobile Engineer and help shape the next generation of our platform. Responsibilities: Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving Firebase. Requirements: Hands-on experience with MVVM architecture, machine learning, and Firebase. Strong proficiency in Firebase. Familiarity with Firebase, machine learning, and MVVM architecture and modern development practices. Familiarity with Dagger Hilt, and Kotlin and modern development practices. Experience with TypeScript is a plus.",1
"Detail-oriented developer with a track record of shipping projects independently and in teams. Developed features end to end using typography, design systems, Room DB, and UI/UX design, including testing and code review. Built and maintained applications using design systems, wireframing, and Adobe XD, collaborating with a small team to ship features on schedule. Comfortable working independently and under tight deadlines. Technical Skills: Adobe XD, wireframing, design systems, Photoshop, UI/UX design, Room DB, typography.","Our company is hiring a Product Designer to help build and scale our core product. Responsibilities: Design, build, and maintain systems using Kubernetes. Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with Photoshop and modern development practices. Strong proficiency in Figma. Exposure to Terraform is beneficial but not required.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Jetpack Compose, Material Design, and Vite, including testing and code review. Worked on a project involving Material Design, Android SDK, Jetpack Compose, and Android Studio, focusing on clean architecture and maintainable code. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: Android Studio, Material Design, Dagger Hilt, Jetpack Compose, Vite, Android SDK, Java.","Our company is hiring a UI/UX Designer to help build and scale our core product. Responsibilities: Write clean, well-tested, maintainable code using Photoshop, and UI/UX design. Design, build, and maintain systems using accessibility, and data visualization. Design, build, and maintain systems using Photoshop, design systems, and data visualization. Requirements: Hands-on experience with user research. Familiarity with accessibility and modern development practices. Hands-on experience with design systems, and user research. Hands-on experience with data visualization, design systems, and Photoshop.",0
"Engineering student passionate about building scalable, real-world software solutions. Developed features end to end using TensorFlow, data visualization, and scikit-learn, including testing and code review. Worked on a project involving scikit-learn, Python, data visualization, and prototyping, focusing on clean architecture and maintainable code. Built and maintained applications using data visualization, prototyping, SQL, and scikit-learn, collaborating with a small team to ship features on schedule. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: scikit-learn, SQL, data visualization, TensorFlow, Python, prototyping, Jupyter.","We're seeking an experienced Frontend Engineer to work closely with our product and engineering teams. Responsibilities: Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using React. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Familiarity with Git, JavaScript, and REST APIs and modern development practices. Familiarity with React, REST APIs, and responsive design and modern development practices. Exposure to Firebase is beneficial but not required.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Worked on a project involving Firebase, Coroutines, and CI/CD, focusing on clean architecture and maintainable code. Gained hands-on experience with Dagger Hilt, Android Studio, and Firebase through internship and personal projects. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Java, Firebase, Android Studio, CI/CD, Dagger Hilt, Coroutines, Android SDK.","We're seeking an experienced Data Scientist to work closely with our product and engineering teams. Responsibilities: Design, build, and maintain systems using data visualization, SQL, and Python. Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Hands-on experience with SQL. Familiarity with Python and modern development practices. Excellent communication skills and ability to work in a collaborative team environment. Exposure to prototyping is beneficial but not required.",1
"Motivated developer with practical experience building and deploying applications end to end. Gained hands-on experience with feature engineering, prototyping, and statistics through internship and personal projects. Worked on a project involving statistics, scikit-learn, and prototyping, focusing on clean architecture and maintainable code. Quick learner, eager to take ownership of new problems. Technical Skills: pandas, machine learning, prototyping, scikit-learn, feature engineering, data visualization, statistics.","We're seeking an experienced Visual Designer to work closely with our product and engineering teams. Responsibilities: Write clean, well-tested, maintainable code using AWS, design systems, and Photoshop. Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to CSS3 is beneficial but not required.",1
"Detail-oriented developer with a track record of shipping projects independently and in teams. Built and maintained applications using monitoring, Git, and Terraform, collaborating with a small team to ship features on schedule. Built and maintained applications using Kubernetes, and React, collaborating with a small team to ship features on schedule. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: React, Azure, Linux administration, Kubernetes, monitoring, Terraform, Git.","We are looking for a Product Designer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using Figma, and user research. Design, build, and maintain systems using wireframing, and prototyping. Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Requirements: Familiarity with UI/UX design, and feature engineering and modern development practices. Hands-on experience with wireframing, and UI/UX design. Strong proficiency in feature engineering, prototyping, and user research. Experience with Vite is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving NLP, Python, and pandas, focusing on clean architecture and maintainable code. Built and maintained applications using regression models, pandas, and machine learning, collaborating with a small team to ship features on schedule. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Coroutines, scikit-learn, machine learning, regression models, NLP, pandas, Python.","We are looking for a Full Stack Developer to join our growing engineering team. Responsibilities: Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving REST APIs, and JavaScript. Write clean, well-tested, maintainable code using JavaScript, and prototyping. Collaborate with cross-functional teams to deliver features involving prototyping. Requirements: Hands-on experience with Node.js. Familiarity with React, and REST APIs and modern development practices. Excellent communication skills and ability to work in a collaborative team environment. Experience with MVVM architecture is a plus.",0
"Engineering student passionate about building scalable, real-world software solutions. Gained hands-on experience with HTML5, REST APIs, Ansible, and MongoDB through internship and personal projects. Developed features end to end using Ansible, CSS3, and Vite, including testing and code review. Comfortable working independently and under tight deadlines. Technical Skills: REST APIs, Ansible, Vite, React, CSS3, HTML5, MongoDB.","Our company is hiring a Android Developer to help build and scale our core product. Responsibilities: Collaborate with cross-functional teams to deliver features involving Coroutines, and shell scripting. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using Kotlin. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Experience with machine learning is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Gained hands-on experience with HTML5, and MVVM architecture through internship and personal projects. Developed features end to end using Jetpack Compose, and HTML5, including testing and code review. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: Java, Material Design, MVVM architecture, Android SDK, Coroutines, HTML5, Jetpack Compose.","Our company is hiring a Mobile Engineer to help build and scale our core product. Responsibilities: Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Collaborate with cross-functional teams to deliver features involving Material Design, and Firebase. Own projects end to end, from design through deployment and monitoring. Requirements: Hands-on experience with Android Studio. Hands-on experience with design systems, and Android SDK. Hands-on experience with Firebase, and Android Studio.",0
"Engineering student passionate about building scalable, real-world software solutions. Worked on a project involving Express.js, and Firebase, focusing on clean architecture and maintainable code. Worked on a project involving Firebase, Express.js, JavaScript, and JWT authentication, focusing on clean architecture and maintainable code. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Firebase, Git, JavaScript, REST APIs, CSS3, JWT authentication, Express.js.","We are looking for a Full Stack Developer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using TypeScript, and prototyping. Collaborate with cross-functional teams to deliver features involving Node.js, prototyping, and React. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Hands-on experience with REST APIs, and React. Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Familiarity with Express.js, React, and prototyping and modern development practices. Experience with Azure is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Built and maintained applications using Coroutines, Photoshop, Room DB, and Java, collaborating with a small team to ship features on schedule. Built and maintained applications using Java, Room DB, and Jetpack Compose, collaborating with a small team to ship features on schedule. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: MVVM architecture, Jetpack Compose, Material Design, Java, Photoshop, Coroutines, Room DB.","Join us as a Data Analyst and help shape the next generation of our platform. Responsibilities: Design, build, and maintain systems using Python, and MongoDB. Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using Python. Write clean, well-tested, maintainable code using Jupyter. Requirements: Familiarity with Jupyter, and MongoDB and modern development practices. Strong proficiency in Jupyter. Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with statistics, Jupyter, and MongoDB and modern development practices.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Worked on a project involving NumPy, and data visualization, focusing on clean architecture and maintainable code. Built and maintained applications using TensorFlow, scikit-learn, Room DB, and SQL, collaborating with a small team to ship features on schedule. Built and maintained applications using SQL, Room DB, and NumPy, collaborating with a small team to ship features on schedule. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: statistics, data visualization, scikit-learn, Room DB, SQL, NumPy, TensorFlow.","Join us as a Infrastructure Engineer and help shape the next generation of our platform. Responsibilities: Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving Kubernetes, and Jenkins. Requirements: Familiarity with scikit-learn, Jenkins, and shell scripting and modern development practices. Hands-on experience with Kubernetes, and Jenkins. Excellent communication skills and ability to work in a collaborative team environment. Experience with pandas is a plus.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Gained hands-on experience with wireframing, typography, user research, and monitoring through internship and personal projects. Gained hands-on experience with Adobe XD, Photoshop, user research, and typography through internship and personal projects. Comfortable working independently and under tight deadlines. Technical Skills: user research, monitoring, wireframing, Adobe XD, prototyping, Photoshop, typography.","We're seeking an experienced Android Software Engineer to work closely with our product and engineering teams. Responsibilities: Design, build, and maintain systems using MongoDB, and Java. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using Java, and Material Design. Requirements: Familiarity with MongoDB and modern development practices. Familiarity with Java and modern development practices. Hands-on experience with Material Design, MongoDB, and Java. Bachelor's degree in Computer Science or equivalent practical experience. Experience with React is a plus.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Kotlin, shell scripting, and Jetpack Compose, including testing and code review. Gained hands-on experience with Material Design, and Room DB through internship and personal projects. Comfortable working independently and under tight deadlines. Technical Skills: Java, Room DB, Dagger Hilt, Material Design, Jetpack Compose, Kotlin, shell scripting.","We are looking for a Software Engineer to join our growing engineering team. Responsibilities: Write clean, well-tested, maintainable code using JWT authentication, and Photoshop. Participate in code reviews, sprint planning, and technical design discussions. Write clean, well-tested, maintainable code using JWT authentication. Requirements: Hands-on experience with React, and JWT authentication. Familiarity with React, JavaScript, and JWT authentication and modern development practices. Excellent communication skills and ability to work in a collaborative team environment.",0
"Detail-oriented developer with a track record of shipping projects independently and in teams. Gained hands-on experience with Jenkins, and Docker through internship and personal projects. Worked on a project involving Docker, Jenkins, and monitoring, focusing on clean architecture and maintainable code. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: scikit-learn, Docker, monitoring, Jenkins, Kubernetes, CI/CD, Azure.","Join us as a Cloud Engineer and help shape the next generation of our platform. Responsibilities: Write clean, well-tested, maintainable code using Kubernetes, Vite, and Git. Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Write clean, well-tested, maintainable code using Vite, and AWS. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment. Familiarity with Ansible, Git, and AWS and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience.",1
"Engineering student passionate about building scalable, real-world software solutions. Worked on a project involving Git, and Azure, focusing on clean architecture and maintainable code. Gained hands-on experience with Ansible, and Terraform through internship and personal projects. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: monitoring, Git, Linux administration, accessibility, Terraform, Azure, Ansible.","Our company is hiring a Infrastructure Engineer to help build and scale our core product. Responsibilities: Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using Linux administration, TypeScript, and Docker. Participate in code reviews, sprint planning, and technical design discussions. Design, build, and maintain systems using TypeScript, Azure, and Docker. Requirements: Familiarity with Docker, and Linux administration and modern development practices. Strong proficiency in TypeScript, and Azure. Familiarity with TypeScript, and Azure and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to prototyping is beneficial but not required.",1
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving typography, and UI/UX design, focusing on clean architecture and maintainable code. Gained hands-on experience with UI/UX design, scikit-learn, design systems, and prototyping through internship and personal projects. Built and maintained applications using design systems, and scikit-learn, collaborating with a small team to ship features on schedule. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Adobe XD, design systems, typography, prototyping, wireframing, UI/UX design, scikit-learn.","Our company is hiring a Visual Designer to help build and scale our core product. Responsibilities: Design, build, and maintain systems using accessibility. Collaborate with cross-functional teams to deliver features involving design systems, and typography. Write clean, well-tested, maintainable code using typography, and design systems. Requirements: Strong proficiency in prototyping, typography, and design systems. Strong proficiency in Java. Hands-on experience with accessibility, Photoshop, and prototyping. Excellent communication skills and ability to work in a collaborative team environment. Experience with Java is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Gained hands-on experience with NLP, Vite, pandas, and scikit-learn through internship and personal projects. Developed features end to end using scikit-learn, statistics, pandas, and SQL, including testing and code review. Built and maintained applications using statistics, NLP, pandas, and scikit-learn, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: scikit-learn, Vite, statistics, pandas, SQL, Jupyter, NLP.","Join us as a Full Stack Developer and help shape the next generation of our platform. Responsibilities: Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving JavaScript, React, and HTML5. Design, build, and maintain systems using JavaScript. Requirements: Strong proficiency in React, and JavaScript. Hands-on experience with React, shell scripting, and TypeScript. Bachelor's degree in Computer Science or equivalent practical experience. Exposure to pandas is beneficial but not required.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Developed features end to end using Redux, Coroutines, REST APIs, and JWT authentication, including testing and code review. Worked on a project involving Express.js, and TypeScript, focusing on clean architecture and maintainable code. Worked on a project involving JWT authentication, and Express.js, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: JWT authentication, TypeScript, Redux, Coroutines, Express.js, REST APIs, Git.","We are looking for a Full Stack Developer to join our growing engineering team. Responsibilities: Write clean, well-tested, maintainable code using JavaScript. Design, build, and maintain systems using REST APIs, and Redux. Collaborate with cross-functional teams to deliver features involving Git. Requirements: Hands-on experience with REST APIs, and JavaScript. Familiarity with REST APIs and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience.",0
"Engineering student passionate about building scalable, real-world software solutions. Gained hands-on experience with Adobe XD, prototyping, and design systems through internship and personal projects. Built and maintained applications using accessibility, and prototyping, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: accessibility, typography, UI/UX design, Azure, design systems, prototyping, Adobe XD.","Join us as a UI/UX Designer and help shape the next generation of our platform. Responsibilities: Write clean, well-tested, maintainable code using scikit-learn. Collaborate with cross-functional teams to deliver features involving Photoshop, accessibility, and Figma. Write clean, well-tested, maintainable code using wireframing, accessibility, and scikit-learn. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Strong proficiency in accessibility, and Photoshop. Familiarity with Figma, Photoshop, and scikit-learn and modern development practices.",1
"Detail-oriented developer with a track record of shipping projects independently and in teams. Worked on a project involving statistics, and Git, focusing on clean architecture and maintainable code. Developed features end to end using React, REST APIs, and Git, including testing and code review. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: React, REST APIs, Node.js, Express.js, CSS3, Git, statistics.","Our company is hiring a Frontend Engineer to help build and scale our core product. Responsibilities: Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving JavaScript. Design, build, and maintain systems using Node.js, and TypeScript. Write clean, well-tested, maintainable code using React, JavaScript, and TypeScript. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment. Hands-on experience with scikit-learn.",0
"Engineering student passionate about building scalable, real-world software solutions. Developed features end to end using Android Studio, Material Design, and Jetpack Compose, including testing and code review. Developed features end to end using MVVM architecture, AWS, Android Studio, and Dagger Hilt, including testing and code review. Developed features end to end using MVVM architecture, and Dagger Hilt, including testing and code review. Quick learner, eager to take ownership of new problems. Technical Skills: Dagger Hilt, MVVM architecture, Material Design, Jetpack Compose, Android SDK, Android Studio, AWS.","We are looking for a Web Developer to join our growing engineering team. Responsibilities: Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using MongoDB, Git, and AWS. Participate in code reviews, sprint planning, and technical design discussions. Collaborate with cross-functional teams to deliver features involving AWS. Requirements: Hands-on experience with AWS, JWT authentication, and TypeScript. Familiarity with TypeScript, and JWT authentication and modern development practices. Familiarity with JavaScript, AWS, and JWT authentication and modern development practices. Experience with data visualization is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Built and maintained applications using Android SDK, MVVM architecture, and Firebase, collaborating with a small team to ship features on schedule. Built and maintained applications using Java, and Material Design, collaborating with a small team to ship features on schedule. Built and maintained applications using Android SDK, Android Studio, Java, and Firebase, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: MVVM architecture, Firebase, Material Design, Android SDK, Android Studio, Java, Express.js.","We're seeking an experienced Android Developer to work closely with our product and engineering teams. Responsibilities: Collaborate with cross-functional teams to deliver features involving Jetpack Compose. Write clean, well-tested, maintainable code using Dagger Hilt, and JavaScript. Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Hands-on experience with Android SDK. Familiarity with Firebase and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Strong proficiency in JavaScript. Experience with TypeScript is a plus.",1
"Detail-oriented developer with a track record of shipping projects independently and in teams. Built and maintained applications using Java, Room DB, Dagger Hilt, and Coroutines, collaborating with a small team to ship features on schedule. Gained hands-on experience with Java, Firebase, Coroutines, and MVVM architecture through internship and personal projects. Worked on a project involving JWT authentication, Firebase, and Java, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: JWT authentication, MVVM architecture, Coroutines, Dagger Hilt, Java, Firebase, Room DB.","We're seeking an experienced Machine Learning Engineer to work closely with our product and engineering teams. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving SQL, and pandas. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Hands-on experience with SQL, Git, and NumPy. Familiarity with NumPy, and NLP and modern development practices. Bachelor's degree in Computer Science or equivalent practical experience. Experience with Terraform is a plus.",0
"Engineering student passionate about building scalable, real-world software solutions. Worked on a project involving Git, and regression models, focusing on clean architecture and maintainable code. Worked on a project involving scikit-learn, and Git, focusing on clean architecture and maintainable code. Built and maintained applications using TensorFlow, and Python, collaborating with a small team to ship features on schedule. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Python, pandas, scikit-learn, regression models, TensorFlow, Git, Jupyter.","Join us as a Web Developer and help shape the next generation of our platform. Responsibilities: Collaborate with cross-functional teams to deliver features involving pandas. Collaborate with cross-functional teams to deliver features involving TypeScript, and JavaScript. Write clean, well-tested, maintainable code using React. Write clean, well-tested, maintainable code using JavaScript. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with React, and TypeScript and modern development practices. Hands-on experience with TypeScript. Hands-on experience with JWT authentication, TypeScript, and React.",1
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using Git, Terraform, and AWS, including testing and code review. Gained hands-on experience with NLP, shell scripting, Git, and Kubernetes through internship and personal projects. Worked on a project involving Git, and NLP, focusing on clean architecture and maintainable code. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: Docker, Git, AWS, shell scripting, Terraform, Kubernetes, NLP.","We're seeking an experienced ML Engineer to work closely with our product and engineering teams. Responsibilities: Own projects end to end, from design through deployment and monitoring. Write clean, well-tested, maintainable code using TensorFlow, NLP, and Python. Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using TensorFlow. Requirements: Strong proficiency in Python. Strong proficiency in NLP, NumPy, and AWS. Familiarity with NumPy, AWS, and NLP and modern development practices. Experience with Firebase is a plus.",0
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Gained hands-on experience with Material Design, and Kotlin through internship and personal projects. Developed features end to end using Java, Material Design, and Vite, including testing and code review. Gained hands-on experience with Material Design, and Android SDK through internship and personal projects. Quick learner, eager to take ownership of new problems. Technical Skills: Room DB, Material Design, Android SDK, Java, MVVM architecture, Vite, Kotlin.","We are looking for a Android Software Engineer to join our growing engineering team. Responsibilities: Write clean, well-tested, maintainable code using Dagger Hilt, Git, and MVVM architecture. Own projects end to end, from design through deployment and monitoring. Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Hands-on experience with Git, Room DB, and Android Studio. Familiarity with MVVM architecture and modern development practices. Strong proficiency in Dagger Hilt, Jetpack Compose, and Room DB. Familiarity with Jetpack Compose, Room DB, and MVVM architecture and modern development practices. Experience with data visualization is a plus.",0
"Motivated developer with practical experience building and deploying applications end to end. Gained hands-on experience with scikit-learn, and AWS through internship and personal projects. Developed features end to end using NLP, AWS, TensorFlow, and SQL, including testing and code review. Enjoys mentoring peers and contributing to open-source projects in spare time. Technical Skills: AWS, NLP, TensorFlow, feature engineering, machine learning, scikit-learn, SQL.","Our company is hiring a Data Analyst to help build and scale our core product. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Participate in code reviews, sprint planning, and technical design discussions. Collaborate with cross-functional teams to deliver features involving SQL, and scikit-learn. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Hands-on experience with scikit-learn, and SQL. Excellent communication skills and ability to work in a collaborative team environment. Experience with Docker is a plus.",0
"Engineering student passionate about building scalable, real-world software solutions. Worked on a project involving user research, wireframing, accessibility, and typography, focusing on clean architecture and maintainable code. Gained hands-on experience with Adobe XD, and user research through internship and personal projects. Worked on a project involving typography, wireframing, and data visualization, focusing on clean architecture and maintainable code. Comfortable working independently and under tight deadlines. Technical Skills: data visualization, accessibility, prototyping, wireframing, Adobe XD, typography, user research.","We're seeking an experienced UI/UX Designer to work closely with our product and engineering teams. Responsibilities: Write clean, well-tested, maintainable code using prototyping, and typography. Collaborate with cross-functional teams to deliver features involving Adobe XD. Write clean, well-tested, maintainable code using NumPy. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Exposure to CI/CD is beneficial but not required.",1
"Software engineering graduate with hands-on project experience and a strong foundation in computer science fundamentals. Gained hands-on experience with Kotlin, and Room DB through internship and personal projects. Developed features end to end using Dagger Hilt, Material Design, and Room DB, including testing and code review. Built and maintained applications using Material Design, and Java, collaborating with a small team to ship features on schedule. Comfortable working independently and under tight deadlines. Technical Skills: Android SDK, Dagger Hilt, Python, Java, Material Design, Kotlin, Room DB.","We're seeking an experienced Machine Learning Engineer to work closely with our product and engineering teams. Responsibilities: Participate in code reviews, sprint planning, and technical design discussions. Own projects end to end, from design through deployment and monitoring. Write clean, well-tested, maintainable code using statistics. Own projects end to end, from design through deployment and monitoring. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment. Familiarity with Jupyter, and SQL and modern development practices. Hands-on experience with prototyping, machine learning, and statistics. Experience with wireframing is a plus.",0
"Engineering student passionate about building scalable, real-world software solutions. Gained hands-on experience with prototyping, and accessibility through internship and personal projects. Built and maintained applications using design systems, Ansible, and accessibility, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: accessibility, wireframing, design systems, prototyping, Adobe XD, UI/UX design, Ansible.","We're seeking an experienced UI/UX Designer to work closely with our product and engineering teams. Responsibilities: Own projects end to end, from design through deployment and monitoring. Collaborate with cross-functional teams to deliver features involving Photoshop. Participate in code reviews, sprint planning, and technical design discussions. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Excellent communication skills and ability to work in a collaborative team environment.",0
"Motivated developer with practical experience building and deploying applications end to end. Worked on a project involving Photoshop, wireframing, Figma, and UI/UX design, focusing on clean architecture and maintainable code. Built and maintained applications using Figma, Photoshop, prototyping, and wireframing, collaborating with a small team to ship features on schedule. Quick learner, eager to take ownership of new problems. Technical Skills: prototyping, Linux administration, Photoshop, Figma, UI/UX design, Adobe XD, wireframing.","We're seeking an experienced Site Reliability Engineer to work closely with our product and engineering teams. Responsibilities: Own projects end to end, from design through deployment and monitoring. Own projects end to end, from design through deployment and monitoring. Design, build, and maintain systems using REST APIs. Requirements: Bachelor's degree in Computer Science or equivalent practical experience. Bachelor's degree in Computer Science or equivalent practical experience. Familiarity with Ansible, Linux administration, and REST APIs and modern development practices. Exposure to Android Studio is beneficial but not required.",0
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using MVVM architecture, Java, and Coroutines, including testing and code review. Gained hands-on experience with MVVM architecture, Figma, and Java through internship and personal projects. Gained hands-on experience with Figma, and Dagger Hilt through internship and personal projects. Comfortable working independently and under tight deadlines. Technical Skills: Material Design, Coroutines, Java, Kotlin, Figma, MVVM architecture, Dagger Hilt.","Join us as a UI/UX Designer and help shape the next generation of our platform. Responsibilities: Design, build, and maintain systems using Photoshop. Collaborate with cross-functional teams to deliver features involving UI/UX design. Collaborate with cross-functional teams to deliver features involving accessibility, design systems, and Figma. Collaborate with cross-functional teams to deliver features involving Vite. Requirements: Hands-on experience with Figma. Familiarity with Photoshop and modern development practices. Strong proficiency in Figma, UI/UX design, and Photoshop.",0
"Motivated developer with practical experience building and deploying applications end to end. Developed features end to end using Docker, Azure, and MVVM architecture, including testing and code review. Developed features end to end using Kubernetes, and MVVM architecture, including testing and code review. Developed features end to end using Git, CI/CD, and MVVM architecture, including testing and code review. Strong communicator with experience collaborating in agile, cross-functional teams. Technical Skills: shell scripting, Azure, Docker, Kubernetes, CI/CD, Git, MVVM architecture.","We are looking for a Site Reliability Engineer to join our growing engineering team. Responsibilities: Design, build, and maintain systems using Linux administration, and Terraform. Design, build, and maintain systems using Git, and statistics. Collaborate with cross-functional teams to deliver features involving CI/CD. Requirements: Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment. Excellent communication skills and ability to work in a collaborative team environment. Familiarity with Git, and CI/CD and modern development practices.",0
